benchmark,run_id,agent_name,provider,model,prompt,match_index,seed,position,seat,opponent_1,opponent_2,opponent_3,victory,points,rank,winner_player,winner_agent,rounds_played,last_turn,final_points_J0,final_points_J1,final_points_J2,final_points_J3,error
random,heuristic_random_01,HeuristicAgent,heuristic,,,32,112377,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,28,turn_P1,4,10,4,4,
random,heuristic_random_01,HeuristicAgent,heuristic,,,42,112387,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,15,turn_P1,2,10,2,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,48,112393,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,12,turn_P1,2,10,2,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,40,112385,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,12,turn_P1,3,10,2,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,38,112383,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,12,turn_P1,3,10,3,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,26,112371,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,14,turn_P1,2,10,5,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,36,112381,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,21,turn_P1,4,10,3,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,29,112374,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,16,turn_P1,2,10,2,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,28,112373,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,14,turn_P1,2,10,2,4,
random,heuristic_random_01,HeuristicAgent,heuristic,,,10,112355,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,16,turn_P1,2,10,3,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,41,112386,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,29,turn_P1,2,10,2,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,21,112366,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,11,turn_P1,3,10,2,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,7,112352,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,14,turn_P1,2,10,2,4,
random,heuristic_random_01,HeuristicAgent,heuristic,,,20,112365,1,J1,RandomAgent,RandomAgent,RandomAgent,1,10,1,J1,HeuristicAgent,12,turn_P1,2,10,3,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,1,212346,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,9,turn_P2,2,2,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,6,212351,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,11,turn_P2,2,4,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,5,212350,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,17,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,9,212354,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,11,turn_P2,3,2,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,14,212359,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,13,turn_P2,2,4,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,2,212347,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,18,turn_P2,2,3,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,25,212370,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,15,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,33,212378,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,12,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,45,212390,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,9,turn_P2,2,3,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,26,212371,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,9,turn_P2,3,2,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,34,212379,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,12,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,7,212352,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,11,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,31,212376,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,14,turn_P2,4,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,20,212365,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,12,turn_P2,2,3,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,11,212356,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,12,turn_P2,3,3,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,19,212364,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,10,turn_P2,2,3,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,4,212349,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,9,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,40,212385,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,13,turn_P2,3,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,41,212386,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,15,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,15,212360,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,13,turn_P2,2,2,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,10,212355,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,13,turn_P2,4,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,42,212387,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,16,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,16,212361,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,18,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,24,212369,2,J2,RandomAgent,RandomAgent,RandomAgent,1,12,1,J2,HeuristicAgent,13,turn_P2,2,2,12,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,32,212377,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,14,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,12,212357,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,21,turn_P2,3,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,22,212367,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,9,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,39,212384,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,21,turn_P2,2,2,10,4,
random,heuristic_random_01,HeuristicAgent,heuristic,,,49,212394,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,16,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,37,212382,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,12,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,23,212368,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,18,turn_P2,4,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,29,212374,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,15,turn_P2,4,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,48,212393,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,15,turn_P2,3,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,21,212366,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,20,turn_P2,3,3,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,28,212373,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,15,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,47,212392,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,19,turn_P2,4,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,38,212383,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,16,turn_P2,3,3,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,18,212363,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,18,turn_P2,2,3,10,4,
random,heuristic_random_01,HeuristicAgent,heuristic,,,27,212372,2,J2,RandomAgent,RandomAgent,RandomAgent,1,14,1,J2,HeuristicAgent,17,turn_P2,3,2,14,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,43,212388,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,19,turn_P2,4,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,46,212391,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,10,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,30,212375,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,27,turn_P2,4,2,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,17,212362,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,13,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,36,212381,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,10,turn_P2,2,3,10,3,
random,heuristic_random_01,HeuristicAgent,heuristic,,,35,212380,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,17,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,0,212345,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,20,turn_P2,5,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,3,212348,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,22,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,8,212353,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,18,turn_P2,2,2,10,4,
